-2.007051422256765083e-01,-2.612536408540371349e-02,-2.683539425123454003e-01,4.295260730043704567e-01,2.813561231129518836e-01
-2.462200922999407682e-01,-1.475890834503011673e-01,-2.318010611586614478e-01,1.457267334202936304e-01,4.302485080216664204e-02
-4.232071842252915217e-01,5.075964371987419232e-01,-3.644647010206177873e-01,4.068521969634564805e-01,-2.700005968932128186e-01
6.959312783182594608e-02,-7.834475330007743821e-02,7.967183709140480963e-02,4.550849095089956053e-01,-1.211105594621797454e-01
-1.631856042158149056e-01,4.879027735157490109e-02,9.273818880660691932e-02,1.077813684274696870e-01,8.614629280108662343e-03
3.617835766172574491e-02,1.245239384867908097e-02,3.224886609556262135e-02,6.160634974479609616e-01,-2.307964764102816146e-01
4.070065236944142573e-02,1.400894307976397433e-02,3.627997435750786315e-02,6.930714346289559291e-01,-2.596460359615672120e-01
-1.003885710218375971e-01,-1.304958009651455836e-02,-1.341466623876824693e-01,2.147790900371024936e-01,1.406728258356126637e-01
-3.612567069690837962e-01,-2.423092195325204923e-01,-3.412504595600560076e-01,2.085200293740378519e-01,7.476805812337607160e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.273840032744434581e-01,-3.799004108803108459e-01,6.815592742402823423e-02,3.772520327360799341e-01,3.646209284768698461e-02
4.426552198786884995e-01,-3.500248439061190431e-01,1.185029512364960125e-01,6.097789514520377541e-01,-5.372286664558047209e-02
-2.123575640272455378e-01,5.867451361781652469e-02,1.473453224658119176e-01,6.348269386075087173e-01,-2.338919058404908269e-01
-1.681244316311607534e-01,4.226926437246123630e-02,1.199729507256940969e-01,4.959425967588892425e-01,-1.800005613833607909e-01
-2.452655082722269841e-01,7.382982595783101065e-02,1.386914713640864383e-01,1.637639044453742254e-01,1.176593069074123935e-02
