-2.022281125900942667e-01,-2.607370362213570075e-02,-2.662572231489004349e-01,4.298809840378943203e-01,2.815914972900483426e-01
-2.462277679037563893e-01,-1.475584272462491520e-01,-2.318055170877497684e-01,1.457344931756496265e-01,4.300628495834161319e-02
-4.236909027336242528e-01,5.075210952455441182e-01,-3.637951634673657342e-01,4.068274932976842506e-01,-2.701051114114202956e-01
4.446206963134632928e-02,-5.859037793707187053e-02,7.853584644882276311e-02,4.807740475012082793e-01,-1.422435406508779920e-01
-1.713223273150036308e-01,5.462009119318893963e-02,8.869388482807974428e-02,9.456888452199019302e-02,1.993087807405958742e-02
-2.170118293711754270e-02,1.496675730546301875e-01,-6.591586888126106658e-02,5.652806172970977761e-01,-2.894605031758589742e-01
-2.441383080425723121e-02,1.683760196864589331e-01,-7.415535249141870511e-02,6.359406944592349564e-01,-3.256430660728413251e-01
-1.012882854671031257e-01,-1.297094970032222627e-02,-1.329928520395124159e-01,2.149980349953240777e-01,1.407853678716578238e-01
-3.612373261887210640e-01,-2.422983843450661201e-01,-3.412679850981923391e-01,2.085133972968835347e-01,7.476118611860937957e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.126801840022636725e-01,-4.215503449686108794e-01,1.125831896773120538e-01,3.343585234091402958e-01,8.081407043859396844e-02
4.247540451853898391e-01,-4.087720017327928779e-01,1.810015415361231061e-01,5.786801934432649341e-01,-6.222847274105571674e-03
-2.286262484650464499e-01,-1.174937208961223181e-02,2.191717372931338559e-01,6.234874822654749016e-01,-1.937469754330367333e-01
-1.890448731179421860e-01,-2.242137653821562812e-02,1.895494335159337018e-01,4.802370236862826824e-01,-1.392857971289112595e-01
-2.571360339637538961e-01,8.018650366361622372e-02,1.353680190488227020e-01,1.464747111763196608e-01,2.843047020130999580e-02
